Liga,Temporada,Atleta,Clube,função,Posição,Participação,Intensidade defensiva,Inteligência defensiva,Controle de espaço,Controle defensivo,Bola aérea defensiva,Resistência à pressão,Transição ofensiva,Superioridade em duelos
BEL1,2022,Rubin Seigers,Westerlo,Zagueiro,Zagueiro,-0.1576436922611899,-0.0627593668313035,0.0,-0.2654986739462123,-0.5971917948546313,-0.2803153674547576,0.3607462332493744,-0.1862617391397273,-0.2109484758622078
BEL1,2022,Robert Bauer,St.Truiden,Zagueiro,Zagueiro,-0.2107338676678245,0.1369076786123101,0.0,-0.0226630796261129,-0.4634615935567878,-0.7972670591702194,0.1491595719658179,0.2904700168901978,-0.2204884618868103
BEL1,2022,Fanos Katelaris,Oostende,Zagueiro,Zagueiro,0.0310929692228262,-0.4919617540956006,0.0,0.425141512780169,0.6399758654406107,-0.4015309835748004,0.606283192245964,0.2751633428475982,-0.5100403580539714
BEL1,2022,Federico Ricca,OH Leuven,Zagueiro,Zagueiro,0.0191534340256498,0.0526689231785255,0.0,-0.2712226621748556,-0.2278924241610663,0.6576441041307197,0.0551497060134075,-0.1575127153072914,0.6771838450767418
BEL1,2022,Noë Dussenne,Standard Liege,Zagueiro,Zagueiro,0.0366141298824301,0.4115526191601765,0.0,0.099187918232615,-0.0382636974968677,0.6576555447390853,0.1098853901856076,0.2155090115405685,0.4549965404957343
BEL1,2022,Dimitri Lavalée,KV Mechelen,Zagueiro,Zagueiro,0.0174234980561771,-0.038352035363373,0.0,0.0432600586297313,-1.3412294288704514,-0.316069019814434,-0.2546431369966745,0.4055423966096181,-0.2108386576275517
BEL1,2022,Jordan Torunarigha,Gent,Zagueiro,Zagueiro,-0.0570156321605048,0.1418288554892615,0.0,0.135138273459867,0.2455063517067023,0.3341111268403564,-0.0768638421250336,-0.0128214271135665,-0.2128316506432036
BEL1,2022,Merveille Bokadi,Standard Liege,Zagueiro,Zagueiro,-0.0462305004651327,0.3451468383081146,0.0,-0.1085522270926748,-0.9622658168623384,-0.2432294317658343,-0.2066397262892068,-0.3651229939989596,-0.0797096727614537
BEL1,2022,Ross Sykes,Union St.Gilloise,Zagueiro,Zagueiro,0.0419706006641682,-0.5538244175936364,0.0,0.1694817202869543,0.9963067675363784,0.5287385772697394,0.096339518580405,-0.1686152669120543,-0.0740199106538843
BEL1,2022,Mark McKenzie,Genk,Zagueiro,Zagueiro,0.1354598648859053,-0.3717705065123128,0.0,-0.2604398813845803,-0.149369401444447,0.3416445773280198,0.3777481286551166,0.0196592948931473,0.2415987251762285
BEL1,2022,David Bates,KV Mechelen,Zagueiro,Zagueiro,0.0955174517063214,-0.0476035833608146,0.0,0.0095868648575669,0.0510150256437202,0.4124100818925285,0.1097702196164803,-0.2931908385845247,0.2232641396633684
BEL1,2022,Zech Medley,Oostende,Zagueiro,Zagueiro,-0.0475261719716522,0.3801607320824757,0.0,0.1787659163987029,0.4172950795841647,-0.860439351035545,-0.1996315910453618,0.2839681922424231,-0.195301367116567
BEL1,2022,Dylan Ouedraogo,OH Leuven,Zagueiro,Zagueiro,-0.0362984666538519,0.0036462290615764,0.0,0.353023598062293,0.9383737500091174,-0.5005631331441471,0.2388790041069685,0.0921405395849395,-0.1669881325175697
BEL1,2022,Hannes Delcroix,Anderlecht,Zagueiro,Zagueiro,0.011497175809649,-0.3961432446766053,0.0,-0.2359852048892741,-0.5923489464809635,0.3370496177641415,-0.145606580889721,0.0089697410178031,-0.3532951876061787
BEL1,2022,Marvin Tshibuabua,RFC Seraing,Zagueiro,Zagueiro,-0.1543475460378272,-0.0917541958077636,0.0,-0.0199614595542833,0.9683887203732556,-0.8868306700139235,-0.0850675545715727,-0.3241487920241497,-0.304468266181134
BEL1,2022,Loïc Bessilé,Sporting Charleroi,Zagueiro,Zagueiro,-0.0270468642817475,0.1778114120539178,0.0,0.5001815166427503,0.8086170459354444,-0.0224053193556575,-0.1064744960034178,0.0788788161982017,-0.0531952146577724
BEL1,2022,Karol Fila,Zulte Waregem,Zagueiro,Zagueiro,-0.0966797170980572,0.2567827481992274,0.0,0.2042525433468261,1.007160051411084,0.4729251441082363,-0.0848496404390798,0.1390844860408165,-0.1350959636026633
BEL1,2022,Jonas Bager,Sporting Charleroi,Zagueiro,Zagueiro,0.0567131807973918,0.173721587503589,0.0,-0.0258479880208714,0.5033896136869975,0.3110636031092408,-0.3916145649657688,0.1267594116078153,0.1374935731924863
BEL1,2022,Joseph Okumu,Gent,Zagueiro,Zagueiro,-0.1000360100537618,-0.1198869111603277,0.0,0.0784533728016678,0.9238106652554984,0.1854372734295389,0.3532450373737124,0.7057195127245245,-0.1760359990063602
BEL1,2022,Ravil Tagir,Westerlo,Zagueiro,Zagueiro,-0.117398683313513,-0.0855319861452755,0.0,0.0549282611976149,0.1011357741351966,0.2761037262942852,-0.1138692209831532,-0.3304051748096891,-0.1373099604893607
BEL1,2022,Carlos Cuesta,Genk,Zagueiro,Zagueiro,-0.0176607685009917,0.0020240214107047,0.0,0.030352672223701,0.4803679887307981,-0.3388368435875219,-0.1132042900930452,-0.1795281662156187,-0.1607323130076386
BEL1,2022,Ewoud Pletinckx,OH Leuven,Zagueiro,Zagueiro,-0.0511694339452406,-0.1234322479771577,0.0,-0.2833377923965358,0.4061877946612759,0.6243659016927735,0.0154447847710106,-0.3190995370061915,-0.1138305930387228
BEL1,2022,Osaze Urhoghide,Oostende,Zagueiro,Zagueiro,0.0404789423441529,0.224582985016558,0.0,0.1337131478895231,-0.662545261390503,0.2934862538715199,-0.6151338526752028,-0.2332861251905021,0.091582010030232
BEL1,2022,Jean Marcelin,Cercle Bruges,Zagueiro,Zagueiro,0.3148381566598544,0.3669287686438132,0.0,0.3601089216536439,-1.3016656812611755,0.3251979419738277,-0.7626429926308642,-0.2265001203627855,0.6811983222267168
BEL1,2022,Jesper Daland,Cercle Bruges,Zagueiro,Zagueiro,0.1768762954083197,-0.094794908942278,0.0,0.3636103733583193,-0.8539676896284606,0.2329296446413626,0.2404995464289626,0.2514054889073497,0.5386315144483653
BEL1,2022,Jordi Vanlerberghe,KV Mechelen,Zagueiro,Zagueiro,0.0399302239155215,-0.1055566183313999,0.0,0.1246577547468199,-0.0328787986461902,0.1680377120788907,0.0389817722993065,0.5977462185925266,0.1679544613113042
BEL1,2022,Anton Tanghe,Oostende,Zagueiro,Zagueiro,-0.0131551897777134,-0.1004474592029392,0.0,-0.0208512931047708,-0.5909211213030673,0.0923094460399625,0.5108332617782672,0.0390352048440318,0.0900807787177845
BEL1,2022,Brecht Capon,Oostende,Zagueiro,Zagueiro,-0.1107565820084832,-0.2797102466087468,0.0,0.4228767365786982,0.5746460316047312,-1.2314150924678868,-0.2730469025771093,0.4678358366712598,-0.7746399099159504
BEL1,2022,Wolke Janssens,St.Truiden,Zagueiro,Zagueiro,-0.0675354731997859,0.4373932851396113,0.0,0.2145883399390499,0.5281243243533867,0.2636812191667662,-0.3714203298183396,0.0494856607992675,0.3096915600723198
BEL1,2022,Dorian Dessoleil,Kortrijk,Zagueiro,Zagueiro,-0.0519868324649559,0.1768527431648122,0.0,0.1535679871810913,0.2430821005810869,0.2350406790241858,-0.0891185836577105,-0.1549841116862361,0.0076718608010934
BEL1,2022,Boris Lambert,Eupen,Zagueiro,Zagueiro,0.1355420034447687,0.3241388423444656,0.0,-0.1311053354113639,-0.8354665795037572,-0.1358897937849247,-0.232442738732713,0.1768294886723974,0.3124334461161558
BEL1,2022,João Silva,Kortrijk,Zagueiro,Zagueiro,0.0788260892700887,0.0919324214263228,0.0,0.1766532920191433,0.1757340432276625,0.3201080577025512,-0.0886919952823116,-0.134548260161645,0.1865058467842807
BEL1,2022,Stélios Andreou,Sporting Charleroi,Zagueiro,Zagueiro,-0.1547754649474612,-0.0130093399921825,0.0,-0.3559515530221512,0.1801523944019686,-0.3391028382697304,-0.3369352446913635,-0.4897212878947069,-0.3972426700487685
BEL1,2022,Aleksandar Radovanovic,Kortrijk,Zagueiro,Zagueiro,0.1469679672337591,0.2526800795345185,0.0,-0.6051811695944356,0.1952672439680775,1.2135445527243656,0.0149514559934684,-0.3416628255116374,0.4748407098628788
BEL1,2022,Abdoulaye Sylla,RFC Seraing,Zagueiro,Zagueiro,-0.2244698932863095,0.1228814715650453,0.0,-0.2788973336548965,-0.0624738031186876,-0.8098306005696415,0.0656381750709818,0.0540139042183962,-0.5821342865552874
BEL1,2022,Zeno Debast,Anderlecht,Zagueiro,Zagueiro,-0.2533376592892744,-0.3206451538219688,0.0,0.2040865940199467,0.3954990014378323,-1.2559704794466864,0.5822852519005417,0.5665140542128219,-0.7916713275177036
BEL1,2022,Kamil Piatkowski,Gent,Zagueiro,Zagueiro,-0.0400753984004195,0.1228579550588547,0.0,0.2753750575371589,0.3925980523311513,-0.2790293536956589,-0.6510829783781807,-0.2111607524399886,-0.5783847727593716
BEL1,2022,Moustapha Mbow,RFC Seraing,Zagueiro,Zagueiro,-0.1932286492554349,-0.4351290485478669,0.0,-0.569864218714272,0.2498284625990327,-0.0836213065891164,0.3160809837237834,-0.4148699487294574,-0.2739693180750541
BEL1,2022,Ameen Al Dakhil,St.Truiden,Zagueiro,Zagueiro,-0.1962366773034476,0.2179498014385261,0.0,-0.0814075432161552,-0.0115091094957531,-0.2061798729045129,0.4468769180181112,0.2454202770748367,0.4474829667856552
BEL1,2022,Boris Popovic,Cercle Bruges,Zagueiro,Zagueiro,0.5091287984251393,-0.0671554445681095,0.0,0.6222168631563014,-0.4370485265083945,0.5225995076077035,-0.1388363337646324,-0.0687171145469177,0.4872290814850847
BEL1,2022,Stefan Knezevic,Sporting Charleroi,Zagueiro,Zagueiro,0.0695565247805394,0.2438342932557547,0.0,0.168015019165738,-0.423674742969096,0.5378893038105266,-0.7561305401759704,-0.1343681927133616,0.4265386356613167
BEL1,2022,Martin Wasinski,Kortrijk,Zagueiro,Zagueiro,-0.0988831300466474,0.2799716158594043,0.0,0.0527059561362346,-1.0821530759436528,-0.5664368968572907,-0.3243632752510532,0.5088183444411032,-0.2447037075412768
BEL1,2022,Ismaël Kandouss,Union St.Gilloise,Zagueiro,Zagueiro,-0.023619571605405,0.3054253539453975,0.0,0.1919739962457229,0.5635793311620051,-0.1756516718586763,-0.1776855673459535,-0.1673219346735677,0.1440659773722019
BEL1,2022,Siebe Van der Heyden,Union St.Gilloise,Zagueiro,Zagueiro,-0.0209783379186384,0.1196919539349875,0.0,-0.0645508473686065,0.1012972320517178,0.322833737902505,-0.3039039343597634,-0.0945715982460574,0.3718924915910425
BEL1,2022,Lukas Willen,Zulte Waregem,Zagueiro,Zagueiro,-0.0552579834933787,-0.3837737241265738,0.0,-0.3843631228904789,-0.5662863155684177,-0.6550649372623641,-0.1480002254993628,-0.0490181521030974,-1.561811759229237
BEL1,2022,Rune Paeshuyse,Eupen,Zagueiro,Zagueiro,-0.1250631144299044,0.0303634583481909,0.0,-0.1082212571039093,0.3339053871607289,0.1021404681727354,-0.2400987625024568,-0.5287496073184725,0.2606677565833638
BEL1,2022,Tsuyoshi Watanabe,Kortrijk,Zagueiro,Zagueiro,0.3016721847767564,-0.0003328299736959,0.0,-0.0569402348946457,0.0536992744065647,0.7699505445598904,0.044703565951382,-0.2109286166020662,0.3092679314791268
BEL1,2022,Willian Pacho,Royal Antwerp,Zagueiro,Zagueiro,-0.0470285100954509,-0.1590257582822375,0.0,-0.1433445875146465,-0.1592382825663345,-0.3275204286192832,0.2787682284661059,-0.0897952954325432,0.1339066662684396
BEL1,2022,Christiaan Ravych,Cercle Bruges,Zagueiro,Zagueiro,0.0355962994048557,-0.112580949677193,0.0,0.4548514942762239,-0.6528053054144776,-0.669636310896933,-0.4209222204425667,-0.3888826249472592,-0.2223840759240467
BEL1,2022,Abakar Sylla,Club Bruges,Zagueiro,Zagueiro,0.0450740965886431,0.0535494893818082,0.0,0.2217737313514077,-0.5198948405465732,-0.157013656828835,0.020828917415254,-0.0032990390160318,-0.0025738269141081
BEL1,2022,Modou Tambedou,Zulte Waregem,Zagueiro,Zagueiro,-0.096637083782468,-0.1517018060400852,0.0,0.0859540874914595,-0.8545948787975417,-0.5272956017229096,-0.0435528457542234,0.202624858022058,-1.0293033011352346
BEL1,2022,Sandro Trémoulet,RFC Seraing,Zagueiro,Zagueiro,-0.068296482589051,0.6045896004074136,0.0,-0.2822553706737227,-0.3615488416139157,-0.2248486138543485,-0.7221000775263935,-0.1423332543666962,0.1607155808120983
BEL1,2022,Matte Smets,St.Truiden,Zagueiro,Zagueiro,0.1301311683651003,-0.0061070572494915,0.0,0.0023038534395154,0.6088995081024431,-0.0327713262148259,-0.1639637176356534,-0.0876149153352656,0.0654348242907384
BEL1,2022,Jorne Spileers,Club Bruges,Zagueiro,Zagueiro,-0.419783528419038,-0.3571584282539347,0.0,-0.01387745271666,0.2384051936315912,-1.711012156870027,0.0942602929235453,-0.2714052797819195,-0.4857956069252616
BEL1,2022,Matej Rodin,Oostende,Zagueiro,Zagueiro,0.2789398330661822,0.3474247720829218,0.0,-0.0043660947089728,-0.5788586336218893,0.9000001981211551,0.0374203669077556,0.3621952746744978,0.8519514982591923
BRA1,2022,Thiago Heleno,Athletico Paranaense,Zagueiro,Zagueiro,-0.2531736479015906,0.0578488556886585,0.4987545951725118,0.234873800693695,-0.1368235376245534,-0.8671222150424808,0.3494762024306166,1.042541140100481,-0.3443801307850653
BRA1,2022,Miranda,Sao Paulo,Zagueiro,Zagueiro,0.426863406984677,0.717598232043497,0.0065400311648389,0.142941566258122,-0.4218079232190093,-0.4523762146050413,-0.147214774969643,-0.7201810821336407,0.2862332694299189
BRA1,2022,David Luiz,Flamengo,Zagueiro,Zagueiro,0.5729193536076994,-0.1470443122044194,-0.0936558459097982,-0.0078298587348721,-0.320032244380251,0.1165027124843909,0.7274212649158105,1.8656889511951,-0.5336543748390506
BRA1,2022,Titi,Fortaleza,Zagueiro,Zagueiro,-0.6373658957140286,0.0376308488262666,0.1653108986278061,0.0959739710299083,0.0500100331862627,-0.3890496339417372,-0.6517621447332664,0.1592617881782941,-0.1890199198789688
BRA1,2022,Gabriel Mercado,Internacional,Zagueiro,Zagueiro,0.1156150874620345,0.039095554045573,0.0319180850894478,-0.3513885670494284,0.5073140504150337,-0.1294571043156368,-0.14053063961143,-0.693576683081456,0.1425526196621863
BRA1,2022,Réver,Atletico MG,Zagueiro,Zagueiro,0.8609217691287225,0.5248996136865044,0.0174856510245897,0.5042043266692491,0.1889758583606218,-0.2351979488637767,-0.1094092639091,0.4339378291539059,0.323217902297883
BRA1,2022,Henrique,Coritiba,Zagueiro,Zagueiro,-0.2366639858901283,-0.2072050175432708,0.2924463928356507,-0.2231365291888634,0.35890705015717,-0.3219581729860847,0.4465960636004806,-0.4173366416493241,-0.2103317682069489
BRA1,2022,Maicon,Santos FC,Zagueiro,Zagueiro,0.8231719145940334,0.4871104947883651,0.7066291835899633,-0.1153393296429458,-0.3059899744117996,0.6789786889085867,0.0336489456856584,1.3578966961378154,0.3868893092789241
BRA1,2022,Gil,Corinthians,Zagueiro,Zagueiro,0.2147845525361127,0.3257848410314625,0.4766562188572242,0.4642892149484358,-0.3918951063160443,0.863242593475325,0.1845713835306342,-0.7621712536935521,0.2711428312303275
BRA1,2022,Manoel,Fluminense,Zagueiro,Zagueiro,0.4233080291289226,-0.0479266223793306,1.1554396645467662,0.4553361013051115,0.0469750283428208,-1.1868757717453249,0.2329158250528223,0.032362868735199,-0.8483640218914202
BRA1,2022,Paulo Miranda,Juventude,Zagueiro,Zagueiro,0.1177249824954713,-0.4419994222343935,0.2536304990119323,0.0390010493158873,0.3826828181334806,-0.3467685481106837,0.5124999053975867,-0.0918696273165976,-0.7417940900160328
BRA1,2022,Rodrigo Moledo,Internacional,Zagueiro,Zagueiro,0.5713719245742164,0.4043172518221054,0.0473223873596641,0.6655323905664322,-0.0310590874506783,1.3319163758774066,-0.2115091975210364,-1.028091936212475,0.4612354750306761
BRA1,2022,Luciano Castán,Coritiba,Zagueiro,Zagueiro,0.2438550598907346,-0.2449880395039758,-0.2233990065386119,-0.3062258839527366,-0.0236373648545573,-0.05775615733171,-0.2921964350939599,0.1908108374315027,-0.2705080713849747
BRA1,2022,Pablo,Flamengo,Zagueiro,Zagueiro,0.9006823990812727,1.3401463109289216,0.9693646595256163,0.4811227083182828,-0.0669277607405384,1.2909406224500968,0.4936797656287729,-0.4390162276811814,0.9918937579391996
BRA1,2022,Jhon Chancellor,Coritiba,Zagueiro,Zagueiro,-0.3442848115628836,-0.5763862282754796,-1.178826354807998,-0.567278309442484,0.7281949660178051,0.0141256217167044,0.0554136658124681,-0.9944359696816656,0.040623815155032
BRA1,2022,Gustavo Gómez,Palmeiras,Zagueiro,Zagueiro,0.5886004809353342,0.5196132030212608,0.8001801603138627,0.6814185063582479,0.2216331075250209,0.7920728237314876,0.2163792559537456,-0.0756389505583309,0.4745795326350929
BRA1,2022,Willian Arão,Flamengo,Zagueiro,Zagueiro,0.608515271372242,-0.1704468366100489,1.75625921823789,1.16114074228703,-0.6781107533591721,-0.4952188880132466,0.6119128702720357,2.9600557859097494,-0.4428205242743086
BRA1,2022,Luan,Palmeiras,Zagueiro,Zagueiro,-2.806423913766368,-2.140739777257223,-1.9502858365477769,-0.563584867852597,0.4322109760347893,-1.8081499374914936,1.1088492124582685,-1.1824812724203757,-0.7649516397679148
BRA1,2022,Bressan,Avai FC,Zagueiro,Zagueiro,-0.1123431166831641,-0.1697927686686807,-0.4724929282328746,-0.4575089823338828,-0.4822059175327633,-0.7430312151523166,-0.3488935363743208,1.1248484977727524,-0.5308686954450321
BRA1,2022,Víctor Cuesta,Botafogo RJ,Zagueiro,Zagueiro,0.1172776302686314,0.8750751204810792,0.7578218177614016,0.4973122506223431,0.0497325595340212,1.03349349883973,-0.0821423725953545,0.1213556879505576,0.8255234576289643
BRA1,2022,Germán Conti,America MG,Zagueiro,Zagueiro,0.2588815465956091,0.2153041069623101,-0.3325998756067782,-0.0834250068003855,0.0714005099483739,0.9465288048804376,0.1045861228173186,-0.2854061499445335,0.7211389242986537
BRA1,2022,Jemerson,Atletico MG,Zagueiro,Zagueiro,-0.3591542554182364,0.3096871542824133,-0.223695606620067,0.3055351670224042,-0.3316638859100669,-0.7122656705740924,0.3383162119824307,-0.2996959136405014,0.4141230583501937
BRA1,2022,Rafael Vaz,Avai FC,Zagueiro,Zagueiro,0.0845313575942373,-0.5673307145513711,-0.365170679447706,-0.2686128694126687,0.6256724007139757,0.4140208664796154,-0.3188297680611146,3.2645659880681794,-0.387838535864062
BRA1,2022,Léo,Sao Paulo,Zagueiro,Zagueiro,0.1262290622151118,-0.2434008827954384,0.1435506003097482,0.3204775503558612,0.2126480274104543,-0.8696425614395112,0.1652202347832577,2.6629334764942096,-0.542238956467693
BRA1,2022,Wanderson,Atletico GO,Zagueiro,Zagueiro,-0.4877339065316672,-0.9767395557785488,-1.0027347287921111,-0.1609544409402034,0.7794213915503289,1.232381927389468,0.3019940623479897,-0.514793669248819,-0.3304324051606557
BRA1,2022,Alan Empereur,Cuiaba,Zagueiro,Zagueiro,-0.2537201154046273,-0.5130567054108325,-0.3637888913457513,-0.5395871388240536,-0.5591592895726383,-0.6462312844064704,-0.3555971068580674,0.311191640739795,-0.6518754247750314
BRA1,2022,Léo Pereira,Flamengo,Zagueiro,Zagueiro,0.9799533101499152,0.8363009183532961,1.4381594892797498,0.5481715421739836,-0.2702379973286484,-0.4561902625624349,0.5464914684416338,2.184881781611324,0.8499446351292924
BRA1,2022,Pedro Henrique,Athletico Paranaense,Zagueiro,Zagueiro,0.3324427282818586,0.2233088881632438,0.0783467772313764,-0.0211425688684354,-0.5011936386182531,0.1491162164872924,-0.9803424762108478,0.67717859810268,0.3501886044301643
BRA1,2022,Júnior Alonso,Atletico MG,Zagueiro,Zagueiro,0.9647477806602872,0.3549332893821351,1.116506158793815,0.3414786352933006,0.0389088360519636,-0.4880416893856809,0.5014660826187217,1.092739862113659,0.1044268841138178
BRA1,2022,Edson Felipe,Atletico GO,Zagueiro,Zagueiro,0.6996159588483565,0.9960483846453084,0.9707488291732264,-0.013029547630175,-0.3245190067095594,0.3916072890225604,-0.5036724888448425,-0.0090016450015858,0.3728317553184629
BRA1,2022,Philipe Sampaio,Botafogo RJ,Zagueiro,Zagueiro,0.3438107215471427,0.7906921983024556,0.8078639042869009,0.3038865015966917,-1.1336221437207503,0.9917320885206896,-0.0960907799853161,-0.6830650116212229,0.7121354665532875
BRA1,2022,Iago Maidana,America MG,Zagueiro,Zagueiro,-0.2887146389639984,-0.46958193592089,-0.670960426313008,0.0119118770502273,0.4781264154766829,0.5669626810265109,-0.7972729742794646,-0.4904204756441233,-0.6022935307102673
BRA1,2022,Adryelson,Botafogo RJ,Zagueiro,Zagueiro,0.4445041894259151,0.2189827723757138,-0.4575342476940269,-0.3095563685971993,-1.306731170826798,0.9359088666293772,-0.0472202999204081,-0.9793877007430768,0.8676979417814513
BRA1,2022,Rafael Forster,Juventude,Zagueiro,Zagueiro,0.5193208944419743,0.7923459470745103,0.6157492647545918,0.4417491029367041,-1.3156788017335803,0.3530114930086653,-1.272467107716777,1.3823817095633426,0.2909639108263739
BRA1,2022,Eduardo Bauermann,Santos FC,Zagueiro,Zagueiro,0.1271324223337505,-0.2716147313485264,-0.035130074207016,-0.4287043047257776,0.2231344920900184,-0.2836281866305579,0.0448349790513788,-0.772098613704202,-0.1142617488056988
BRA1,2022,Fabián Balbuena,Corinthians,Zagueiro,Zagueiro,0.6247043532726048,0.6062764513566087,0.3076827680947275,0.1446416746224615,0.1599857277643637,-0.1132455964783704,-0.7963525072113018,0.2946670406013861,0.2742295180456449
BRA1,2022,Luiz Felipe,Santos FC,Zagueiro,Zagueiro,-0.3745182785716818,-0.1088907210997537,0.1263865979280391,-0.09419188956461,-0.0797228464314736,-0.533978845490862,0.491235261291767,-0.8638647913451384,-0.4123374395771813
BRA1,2022,Fabrício Bruno,Flamengo,Zagueiro,Zagueiro,0.6908712983027224,0.0015167819097749,0.0302193522353835,-0.2459413943246719,0.1027181654248285,1.070710212854335,0.6563417492185781,0.8776531544424035,-0.1405011434526647
BRA1,2022,Ramon Menezes,Atletico GO,Zagueiro,Zagueiro,0.5171851242298799,0.1802382214056682,0.4128572220254149,0.0585064298552274,-0.8618995731264246,0.7465278260716283,1.065415277595143,-0.2828180690609081,0.189277830131813
BRA1,2022,Nathan Silva,Atletico MG,Zagueiro,Zagueiro,0.8182117123709967,1.3774603309095494,1.5834199024071265,0.7503269763642987,-0.1259857340071647,0.4929028502293016,0.6791332637841766,-0.1225523820683099,0.7321301932975092
BRA1,2022,Marcelo Benevenuto,Fortaleza,Zagueiro,Zagueiro,-0.1285284342003432,0.4059708883311382,0.4188879125645985,0.0743929599935261,-0.8547363898707757,0.8001220484780001,-0.1970945809384799,-0.7152718468910305,0.2370800582380852
BRA1,2022,Messias,Ceara,Zagueiro,Zagueiro,-0.8351526888945151,-0.4640358786483237,-0.7114630436386673,-0.5236828070054814,-0.1564461726456703,1.590262359399599,0.1359886484464955,-0.7958983644268015,0.4331397003496657
BRA1,2022,Thalisson Kelven,Juventude,Zagueiro,Zagueiro,-0.2558793362736922,-0.4789832536155043,-0.4205033471133033,-0.4387263186248091,0.8415754237988805,0.1547411874906585,-0.0957444748123871,-0.8596464939927813,-0.7857796963352828
